Feature Name,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Coordinate System,Feature Type,Approval Status,Origin
Geissler,Geissler,Moon,17.39,-2.60,76.51,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Heinrich; German physicist (1814-1879).
Geminus,Geminus,Moon,81.98,34.42,56.66,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek astronomer (unkn-c. 70 B.C.).
Gemma Frisius,Gemma Frisius,Moon,88.54,-34.33,13.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Jemma, Reinier; Dutch doctor (1508-1555)."
Gena,Gena,Moon,0.20,38.27,-35.01,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek-derived male name Gennady in Russian diminutive form (Lunokhod-1 landing site feature).
Gerard,Gerard,Moon,98.78,44.54,-80.51,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Alexander; Scottish explorer (1792-1839).
Gerasimovich,Gerasimovich,Moon,90.19,-22.95,-123.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Boris Petrovich; Soviet astronomer (1889-1937).
Gernsback,Gernsback,Moon,47.20,-36.53,99.53,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Hugo; American writer (1884-1967).
Gibbs,Gibbs,Moon,78.76,-18.37,84.27,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Josiah Willard; American mathematical physicist (1839-1903).
Gilbert,Gilbert,Moon,100.25,-3.20,76.16,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Grove Karl; American geologist (1843-1918), William; English physician and physicist (1544-1603)."
Gill,Gill,Moon,63.90,-63.77,75.95,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir David; British astronomer (1843-1914).
Ginzel,Ginzel,Moon,53.23,14.25,97.40,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Friedrich Karl; Austrian astronomer (1850-1926).
Gioja,Gioja,Moon,42.47,83.35,1.76,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Flavio; Italian inventor (unkn-fl. 1302).
Giordano Bruno,Giordano Bruno,Moon,22.13,35.97,102.89,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Italian astronomer (1548-1600).
Glaisher,Glaisher,Moon,15.92,13.19,49.34,"Planetographic, +East, -180 - 180","Crater, craters",Approved,James; British meteorologist (1809-1903).
Glauber,Glauber,Moon,15.24,11.32,142.67,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Rudolph; German chemist (c. 1603-1670).
Glazenap,Glazenap,Moon,38.96,-1.85,137.76,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sergei Pavlovich; Soviet astronomer (1848-1937).
Glushko,Glushko,Moon,40.10,8.11,-77.67,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Valentin Petrovich; Russian space scientist (1908-1989).
Goclenius,Goclenius,Moon,73.04,-10.05,45.03,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Gockel, Rudolf; German physicist, doctor, mathematician (1572-1621)."
Goddard,Goddard,Moon,93.18,15.15,89.13,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Robert Hutchings; American rocketry scientist (1882-1945).
Godin,Godin,Moon,34.25,1.82,10.16,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Louis; French astronomer, mathematician (1704-1760)."
Goldschmidt,Goldschmidt,Moon,115.26,73.04,-3.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Hermann; French astronomer of German origin, discoverer of asteroid (21) Lutetia (1802-1866)."
Golgi,Golgi,Moon,5.58,27.78,-59.96,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Camillo; Italian doctor; Nobel laureate (c. 1843-1926).
Golitsyn,Golitsyn,Moon,35.47,-25.20,-105.20,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Boris Borisovich; Russian physicist (1862-1916).
Golovin,Golovin,Moon,37.86,39.75,161.24,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nicholas Erasmus; American rocketry scientist (1912-1969).
Goodacre,Goodacre,Moon,44.09,-32.67,14.08,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Walter; British selenographer (1856-1938).
Gore,Gore,Moon,9.41,86.18,-62.31,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John Ellard; Irish astronomer (1845-1910).
Gould,Gould,Moon,32.99,-19.26,-17.25,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Benjamin Apthorp; American astronomer (1824-1896).
Grace,Grace,Moon,1.49,14.21,35.89,"Planetographic, +East, -180 - 180","Crater, craters",Approved,English female name.
Grachev,Grachev,Moon,34.98,-3.83,-108.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Andrej Dmitrievich; Soviet rocketry scientist (1900-1964).
Graff,Graff,Moon,36.16,-42.30,-88.71,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Kasimir Romuald; Polish-German astronomer (1878-1950).
Grave,Grave,Moon,36.95,-17.04,150.23,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Dmitry Aleksandrovich; Soviet mathematician (1863-1939); Ivan Platonovich; Soviet engineer (1874-1960).
Greaves,Greaves,Moon,14.27,13.18,52.79,"Planetographic, +East, -180 - 180","Crater, craters",Approved,William Michael Herbert; British astronomer (1897-1955).
Green,Green,Moon,68.28,3.69,133.12,"Planetographic, +East, -180 - 180","Crater, craters",Approved,George; British mathematician (1793-1841).
Gregory,Gregory,Moon,63.90,1.76,127.28,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"James; Scottish astronomer, mathematician (1638-1675)."
Grigg,Grigg,Moon,36.72,12.50,-130.13,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John; New Zealander astronomer (1838-1920).
Grignard,Grignard,Moon,12.95,84.54,-75.83,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Victor; French chemist, Nobel Prize winner 1912 (1871-1935)."
Grimaldi,Grimaldi,Moon,235.00,-5.38,-68.36,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Francesco Maria; Italian astronomer, physicist (1618-1663)."
Grissom,Grissom,Moon,59.82,-46.92,-147.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Virgil Ivan (“;Gus“;); American astronaut (1926-1967).
Grotrian,Grotrian,Moon,36.78,-66.15,128.28,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Walter; German astronomer (1890-1954).
Grove,Grove,Moon,28.55,40.30,32.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir William Robert; British physicist (1811-1896).
Gruemberger,Gruemberger,Moon,91.50,-67.04,-10.30,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Christoph; Austrian astronomer (1561-1636).
Gruithuisen,Gruithuisen,Moon,14.98,32.89,-39.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Franz von; German astronomer (1774-1852).
Guericke,Guericke,Moon,60.75,-11.57,-14.19,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Otto von; German physicist, engineer, naturalist (1602-1686)."
Guest,Guest,Moon,19.79,-19.79,117.39,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John E.; British volcanologist (1938-2012).
Guillaume,Guillaume,Moon,56.75,45.16,-173.38,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Charles Edouard; Swiss metallurgist; Nobel laureate (1861-1938).
Gullstrand,Gullstrand,Moon,45.05,44.95,-129.67,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Allvar; Swedish ophthalmologist; Nobel laureate (1862-1930).
Gum,Gum,Moon,54.55,-40.34,88.91,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Colin; Australian astronomer (1924-1960).
Gutenberg,Gutenberg,Moon,70.65,-8.61,41.25,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johannes Gensfleisch Zur Laden; German inventor (c. 1390-1468).
Guthnick,Guthnick,Moon,37.03,-47.76,-94.04,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Paul; German astronomer (1879-1947).
Guyot,Guyot,Moon,98.28,11.63,117.12,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Arnold Henry; Swiss-born American geographer, geologist (1807-1884)."
Gyldén,Gylden,Moon,48.15,-5.37,0.23,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johan August Hugo; Swedish astronomer (1841-1896).
Haber,Haber,Moon,56.79,83.40,-94.63,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Fritz; German-Swiss chemist, Nobel Prize winner 1918 (1868-1934)."
Hagecius,Hagecius,Moon,79.55,-59.92,46.63,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Hayek, Thaddaeus; Czechoslovakian astronomer, mathematician (1525-1600)."
Hagen,Hagen,Moon,57.52,-48.32,135.95,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Georg; Austrian astronomer (1847-1930).
Hahn,Hahn,Moon,87.49,31.22,73.55,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Friedrich von; German astronomer (1741-1805); Otto; German chemist (1879-1968).
Haidinger,Haidinger,Moon,21.33,-39.18,-25.14,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Wilhelm Karl von; Austrian geologist, physicist (1795-1871)."
Hainzel,Hainzel,Moon,70.56,-41.23,-33.52,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Paul; German astronomer (1527-1581).
Haldane,Haldane,Moon,40.26,-1.66,84.11,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John Burdon Sanderson; British doctor (1892-1964).
Hale,Hale,Moon,84.42,-74.13,91.71,"Planetographic, +East, -180 - 180","Crater, craters",Approved,George Ellery; American astronomer (1868-1938); William; British rocket scientist (1797-1870).
Hall,Hall,Moon,31.77,33.81,36.75,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Asaph; American astronomer (1829-1907).
Halley,Halley,Moon,34.59,-8.05,5.73,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Edmond; British astronomer (1656-1742).
Hamilton,Hamilton,Moon,57.45,-42.77,84.41,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir William Rowan; Irish mathematician (1805-1865).
Hanno,Hanno,Moon,59.54,-56.46,71.38,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Carthaginian navigator(unkn-c. 500 B.C.).
Hansen,Hansen,Moon,41.18,14.04,72.54,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Peter Andreas; Danish astronomer (1795-1874).
Hansteen,Hansteen,Moon,44.99,-11.53,-52.06,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Christopher; Norwegian astronomer (1784-1873).
Harden,Harden,Moon,14.98,5.46,143.55,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir Arthur; British chemist; Nobel laureate (1865-1940).
Harding,Harding,Moon,22.57,43.54,-71.66,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Karl Ludwig; German astronomer (1765-1834).
Haret,Haret,Moon,29.77,-58.77,-176.19,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Spiru; Rumanian astronomer (1851-1912).
Hargreaves,Hargreaves,Moon,18.00,-2.18,64.09,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Frederick James; British astronomer, optician (1891-1970)."
Harkhebi,Harkhebi,Moon,337.14,40.87,98.74,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Egyptian astronomer (c. 300 B.C.).
Harlan,Harlan,Moon,63.45,-38.31,79.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Harlan James Smith; American astronomer (1924-1991).
Harold,Harold,Moon,1.43,-10.88,-6.07,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Scandinavian male name.
Harpalus,Harpalus,Moon,39.77,52.73,-43.49,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek astronomer (unkn-c. 460 B.C.).
Harriot,Harriot,Moon,52.77,33.20,114.40,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Thomas; British mathematician, astronomer (1560-1621)."
Hartmann,Hartmann,Moon,63.29,2.71,135.45,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johannes Franz; German astronomer (1865-1936).
Hartwig,Hartwig,Moon,78.46,-6.14,-80.47,"Planetographic, +East, -180 - 180","Crater, craters",Approved,(Carl) Ernst (Albrecht); German astronomer (1851-1923).
Harvey,Harvey,Moon,59.98,19.35,-146.51,"Planetographic, +East, -180 - 180","Crater, craters",Approved,William; British doctor (1578-1657).
Hase,Hase,Moon,82.08,-29.37,62.68,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Matthias; German mathematician (1684-1742).
Haskin,Haskin,Moon,66.57,81.51,133.16,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Larry A.; American chemist, geochemist (1934-2005)."
Hatanaka,Hatanaka,Moon,30.15,29.33,-121.92,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Takeo; Japanese astronomer (1914-1963).
Hausen,Hausen,Moon,163.24,-65.11,-88.49,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Christian August; German astronomer, mathematician, physicist (1693-1743)."
Hawke,Hawke,Moon,13.20,-66.61,128.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Bernard Ray; American lunar scientist (1946-2015).
Haworth,Haworth,Moon,51.42,-87.45,-5.17,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Sir Walter Norman; English chemist, 1937 Nobel Prize winner for chemistry (1883-1950)."
Hayford,Hayford,Moon,28.15,12.68,-176.45,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"John Fillmore; American civil engineer, geodesist (1868-1925)."
Hayn,Hayn,Moon,86.21,64.56,83.87,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Friedrich Karl; German astronomer (1863-1928).
Healy,Healy,Moon,37.98,32.50,-111.00,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Roy; American rocketry scientist (1915-1968).
Heaviside,Heaviside,Moon,164.46,-10.44,166.77,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Oliver; British mathematician, physicist (1850-1925)."
Hecataeus,Hecataeus,Moon,133.67,-22.06,79.68,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek geographer (unkn-c. 476 B.C.).
Hédervári,Hedervari,Moon,74.14,-81.77,85.60,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Peter; Hungarian geoscientist (1931-1984).
Hedin,Hedin,Moon,157.38,2.87,-76.57,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sven Anders; Swedish explorer (1865-1952).
Hegu,Hegu,Moon,2.20,-46.30,177.57,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Constellation name in the ancient Chinese star map, which contains the star Altair, also known as Niulang, the cowherd who marries Zhinyu in the Chinese folk tale “The Cowherd and the Weaver Girl.”"
Heinrich,Heinrich,Moon,6.86,24.84,-15.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Wladimir Wáclav; Czechoslovakian astronomer (1884-1965).
Heinsius,Heinsius,Moon,64.87,-39.48,-17.82,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gottfried; German astronomer (1709-1769).
Heis,Heis,Moon,13.69,32.47,-31.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Eduard; German astronomer (1806-1877).
Helberg,Helberg,Moon,61.93,22.63,-102.46,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Robert J.; American aeronautical engineer (1906-1967).
Helicon,Helicon,Moon,23.74,40.43,-23.11,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Greek astronomer, mathematician (fl. c. 361 B.C.)."
Hell,Hell,Moon,33.31,-32.41,-7.80,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Maximilian; Hungarian astronomer (1720-1792).
Helmert,Helmert,Moon,26.72,-7.56,87.67,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Friedrich Robert; German astronomer, geodesist (1843-1917)."
Helmholtz,Helmholtz,Moon,110.16,-68.64,65.34,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Hermann Von; German doctor (1821-1894).
Henderson,Henderson,Moon,43.49,4.76,152.00,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Thomas; Scottish astronomer (1798-1844).
Hendrix,Hendrix,Moon,16.63,-46.86,-159.97,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Don Osgood; American optician (1905-1961).
Henry,Henry,Moon,39.06,-23.97,-57.01,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Joseph; American physicist (1797-1878).
Henry Frères,Henry Freres,Moon,41.73,-23.52,-59.02,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Prosper; French astronomer (1849-1903); Paul; French astronomer (1848-1905).
Henson,Henson,Moon,43.00,-88.57,-130.63,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Matthew; American polar explorer (1866-1955).
Henyey,Henyey,Moon,68.74,12.70,-152.33,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Louis George; American astronomer (1910-1970).
Heraclitus,Heraclitus,Moon,85.74,-49.31,6.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek philosopher (c. 540-480 B.C.).
Hercules,Hercules,Moon,68.32,46.82,39.21,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Latin spelling for Greek mythological hero Heracles.
Herigonius,Herigonius,Moon,14.86,-13.36,-33.97,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
Hermann,Hermann,Moon,15.92,-0.87,-57.47,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Jacob; Swiss mathematician (1678-1733).
Hermite,Hermite,Moon,108.64,86.17,-93.32,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Charles; French mathematician (1822-1901).
Herodotus,Herodotus,Moon,35.87,23.25,-49.84,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
Heron (Hero),Heron  Hero,Moon,28.10,0.65,119.88,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Egyptian inventor (unkn-c. 100 B.C.).
Herschel,Herschel,Moon,39.09,-5.69,-2.09,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir William; German-born British astronomer (1738-1822).
Hertz,Hertz,Moon,82.94,13.32,104.56,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Heinrich Rudolf; German physicist (1857-1894).
Hertzsprung,Hertzsprung,Moon,536.37,1.37,-128.66,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ejnar; Danish astronomer (1873-1967).
Hesiodus,Hesiodus,Moon,43.24,-29.42,-16.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Hesiod; Greek humanitarian (c. 735 B.C.).
Hess,Hess,Moon,90.44,-54.47,174.19,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).
